,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
1220,ABARROTES,01-ene,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/01/2021 11:33,RECIBO,3,3,1,70324,9,1,0,1.0,0
9386,ABARROTES,01-ene,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,06/01/2021 11:52,NOTA DE ENTRADA,3,2,3,6466,12,0,4,0.0,4
41213,ABARROTES,01-ene,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/01/2021 18:43,RECIBO,3,4,1,39981,2,4,0,1.0,3
83970,ABARROTES,02-feb,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,04/02/2021 07:38,NOTA DE ENTRADA,3,1,3,3181,23,3,3,0.0,6
94641,ABARROTES,02-feb,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/02/2021 15:08,RECIBO,3,3,1,81816,3,6,0,1.0,5
141137,ABARROTES,03-mar,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,01/03/2021 08:26,NOTA DE SALIDA,3,1,4,1695,109,5,0,5.0,0
250523,ABARROTES,04-abr,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,16/04/2021 11:40,NOTA DE ENTRADA,3,4,3,21801,1,0,1,0.0,1
250524,ABARROTES,04-abr,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/04/2021 11:40,RECIBO,3,4,1,53977,2,1,0,1.0,0
251764,ABARROTES,04-abr,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,16/04/2021 17:26,NOTA DE ENTRADA,3,3,3,36676,1,0,1,0.0,1
251765,ABARROTES,04-abr,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/04/2021 17:26,RECIBO,3,3,1,101533,2,1,0,1.0,0
263534,ABARROTES,04-abr,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,21/04/2021 17:15,NOTA DE ENTRADA,3,3,3,37234,1,0,1,0.0,1
263535,ABARROTES,04-abr,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,21/04/2021 17:15,RECIBO,3,3,1,102915,1,1,0,1.0,0
315836,ABARROTES,05-may,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,11/05/2021 19:51,NOTA DE ENTRADA,3,3,3,39655,1,0,1,0.0,1
315837,ABARROTES,05-may,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/05/2021 19:51,RECIBO,3,3,1,109333,1,1,0,1.0,0
318028,ABARROTES,05-may,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,12/05/2021 13:39,NOTA DE ENTRADA,3,2,3,9689,12,0,3,0.0,3
318031,ABARROTES,05-may,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,12/05/2021 13:39,NOTA DE SALIDA,3,2,4,3290,1,3,0,1.0,2
318032,ABARROTES,05-may,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,12/05/2021 13:39,NOTA DE SALIDA,3,2,4,3290,2,2,0,1.0,1
318033,ABARROTES,05-may,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,12/05/2021 13:39,NOTA DE SALIDA,3,2,4,3290,3,1,0,1.0,0
328489,ABARROTES,05-may,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR AJUSTE DE INVENTARIO,16/05/2021 18:38,NOTA DE ENTRADA,3,1,3,4117,83,0,5,0.0,5
329156,ABARROTES,05-may,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,16/05/2021 18:55,NOTA DE SALIDA,3,1,4,1992,422,5,0,1.0,4
357743,ABARROTES,05-may,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/05/2021 14:37,RECIBO,3,4,1,61828,4,4,0,1.0,3
391208,ABARROTES,06-jun,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/06/2021 13:32,RECIBO,3,5,1,18407,7,3,0,1.0,2
399575,ABARROTES,06-jun,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/06/2021 11:27,RECIBO,3,3,1,118592,7,2,0,1.0,1
423047,ABARROTES,06-jun,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,21/06/2021 12:54,RECIBO,3,5,1,18882,9,1,0,1.0,0
426022,ABARROTES,06-jun,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,22/06/2021 12:24,NOTA DE ENTRADA,3,2,3,11065,12,0,3,0.0,3
461409,ABARROTES,07-jul,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,06/07/2021 12:17,NOTA DE ENTRADA,3,2,3,11553,3,3,3,0.0,6
469374,ABARROTES,07-jul,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/07/2021 10:42,RECIBO,3,3,1,127900,5,6,0,1.0,5
485060,ABARROTES,07-jul,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,15/07/2021 19:16,RECIBO,3,3,1,130059,1,5,0,1.0,4
498651,ABARROTES,07-jul,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,21/07/2021 13:18,RECIBO,3,4,1,72793,8,4,0,1.0,3
516120,ABARROTES,07-jul,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,28/07/2021 19:59,RECIBO,3,3,1,133915,2,3,0,1.0,2
535081,ABARROTES,08-ago,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,04/08/2021 10:32,NOTA DE ENTRADA,3,2,3,12475,15,2,4,0.0,6
556575,ABARROTES,08-ago,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/08/2021 09:05,RECIBO,3,4,1,76571,5,6,0,1.0,5
556690,ABARROTES,08-ago,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/08/2021 09:12,RECIBO,3,3,1,137200,1,5,0,1.0,4
623408,ABARROTES,08-ago,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/08/2021 20:10,RECIBO,3,3,1,143501,5,4,0,1.0,3
641008,ABARROTES,08-ago,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,30/08/2021 13:03,RECIBO,3,3,1,144327,1,3,0,1.0,2
644902,ABARROTES,08-ago,ABA1304,CHICHARRON DE CHILE JALAPE¥O 140 GR DON CHACHO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,31/08/2021 13:11,NOTA DE ENTRADA,3,2,3,13392,6,2,3,0.0,5
