,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
73,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 09:17,RECIBO,3,3,1,70060,6,12.174,0,0.495,11.679
133,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 09:57,RECIBO,3,4,1,37736,2,11.679,0,0.55,11.129
1052,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/01/2021 09:17,RECIBO,3,3,1,70281,4,11.129,0,0.5,10.629
1335,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/01/2021 12:28,RECIBO,3,3,1,70346,2,10.629,0,0.485,10.144
2282,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 11:03,RECIBO,3,5,1,10744,11,10.144,0,0.515,9.629
2518,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 11:33,RECIBO,3,5,1,10751,1,9.629,0,0.5,9.129
4242,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 13:50,RECIBO,3,4,1,37849,19,9.129,0,0.5,8.629
4969,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 17:42,RECIBO,3,3,1,70717,4,8.629,0,0.51,8.119
5206,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 19:23,RECIBO,3,3,1,70768,3,8.119,0,0.51,7.609
5993,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 09:46,RECIBO,3,4,1,37906,2,7.609,0,0.495,7.114
6363,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 11:18,RECIBO,3,6,1,3809,17,7.114,0,0.495,6.619
6533,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 11:52,RECIBO,3,4,1,37934,4,6.619,0,0.495,6.124
7942,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 18:04,RECIBO,3,3,1,71085,5,6.124,0,0.505,5.619
8105,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 19:18,RECIBO,3,3,1,71128,1,5.619,0,0.965,4.654
8172,QUESOS,01-ene,QUE0053,QUESO ADOBERA FUNDIR KG MATTI,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 19:35,RECIBO,3,3,1,71140,5,4.654,0,0.495,4.159
