,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
450,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 12:08,RECIBO,3,3,1,70142,5,44,0,1.0,43
748,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 14:29,RECIBO,3,3,1,70207,2,43,0,1.0,42
2110,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 10:18,RECIBO,3,4,1,37769,9,42,0,1.0,41
4019,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 13:15,RECIBO,3,5,1,10768,1,41,0,3.0,38
4760,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 15:31,RECIBO,3,3,1,70661,2,38,0,3.0,35
5234,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 19:35,RECIBO,3,3,1,70777,2,35,0,1.0,34
6061,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 09:58,RECIBO,3,3,1,70846,2,34,0,1.0,33
6176,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 10:35,RECIBO,3,6,1,3806,11,33,0,1.0,32
9238,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 11:25,RECIBO,3,4,1,38100,1,32,0,4.0,28
10695,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 17:19,RECIBO,3,3,1,71403,4,28,0,2.0,26
10893,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 19:13,RECIBO,3,3,1,71458,1,26,0,2.0,24
11408,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 09:45,RECIBO,3,4,1,38235,2,24,0,1.0,23
12180,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,07/01/2021 11:52,NOTA DE ENTRADA,3,2,3,6510,7,23,12,0.0,35
14126,LACTEOS Y EMBUTIDOS,01-ene,LYE0099,LECHE DESLACTOSADA LIGHT TETRAPACK 1 LT LALA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/01/2021 09:55,RECIBO,3,3,1,71935,1,35,0,1.0,34
