,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
1631,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 08:18,RECIBO,3,3,1,70422,1,1,0,1.0,0
12179,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,07/01/2021 11:52,NOTA DE ENTRADA,3,2,3,6510,5,0,3,0.0,3
13743,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 20:21,RECIBO,3,3,1,71860,1,3,0,1.0,2
17022,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/01/2021 10:28,RECIBO,3,4,1,38587,1,2,0,1.0,1
20114,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 11:00,RECIBO,3,3,1,72773,2,1,0,1.0,0
23528,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,12/01/2021 10:08,NOTA DE ENTRADA,3,2,3,6600,7,0,4,0.0,4
28396,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/01/2021 18:46,RECIBO,3,3,1,73778,1,4,0,1.0,3
30043,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,14/01/2021 12:28,NOTA DE ENTRADA,3,2,3,6704,11,3,3,0.0,6
36854,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/01/2021 10:57,RECIBO,3,3,1,74823,1,6,0,1.0,5
41138,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/01/2021 18:11,RECIBO,3,4,1,39964,2,5,0,1.0,4
44195,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,19/01/2021 20:46,RECIBO,3,3,1,75637,1,4,0,1.0,3
46795,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,20/01/2021 19:11,RECIBO,3,3,1,75788,1,3,0,2.0,1
47960,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,21/01/2021 11:45,NOTA DE ENTRADA,3,2,3,6885,4,1,3,0.0,4
49304,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,21/01/2021 19:14,RECIBO,3,3,1,76103,1,4,0,1.0,3
51789,LACTEOS Y EMBUTIDOS,01-ene,LYE0097,LECHE DESLACTOSADA 1.8 LT LALA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,22/01/2021 17:19,RECIBO,3,3,1,76506,3,3,0,1.0,2
