,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
28440,ABARROTES,01-ene,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/01/2021 19:07,RECIBO,3,3,1,73790,7,12,0,1.0,11
66181,ABARROTES,01-ene,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,28/01/2021 14:49,RECIBO,3,3,1,78376,2,11,0,1.0,10
91464,ABARROTES,02-feb,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/02/2021 11:37,RECIBO,3,3,1,81457,3,10,0,1.0,9
97692,ABARROTES,02-feb,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/02/2021 18:15,RECIBO,3,4,1,43357,3,9,0,1.0,8
97693,ABARROTES,02-feb,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/02/2021 18:15,RECIBO,3,4,1,43357,4,8,0,1.0,7
103403,ABARROTES,02-feb,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,12/02/2021 09:18,RECIBO,3,3,1,82962,2,7,0,1.0,6
134174,ABARROTES,02-feb,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,25/02/2021 15:39,RECIBO,3,3,1,87124,2,6,0,1.0,5
141114,ABARROTES,03-mar,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,01/03/2021 08:26,NOTA DE SALIDA,3,1,4,1695,91,5,0,1.0,4
186859,ABARROTES,03-mar,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/03/2021 19:00,RECIBO,3,4,1,49454,4,4,0,1.0,3
204989,ABARROTES,03-mar,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/03/2021 10:29,RECIBO,3,3,1,95623,6,3,0,2.0,1
221810,ABARROTES,04-abr,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/04/2021 14:57,RECIBO,3,3,1,98116,4,1,0,1.0,0
481163,ABARROTES,07-jul,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,14/07/2021 12:38,NOTA DE ENTRADA,3,2,3,11819,4,0,10,0.0,10
481800,ABARROTES,07-jul,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/07/2021 14:16,RECIBO,3,3,1,129514,2,10,0,1.0,9
508458,ABARROTES,07-jul,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/07/2021 11:40,RECIBO,3,3,1,132890,1,9,0,5.0,4
508467,ABARROTES,07-jul,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/07/2021 11:40,RECIBO,3,3,1,132891,1,4,0,1.0,3
516128,ABARROTES,07-jul,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,28/07/2021 20:02,RECIBO,3,3,1,133917,1,3,0,1.0,2
516138,ABARROTES,07-jul,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,DEVOLUCION DE SALIDAS POR VENTA,28/07/2021 20:09,RECIBO DE DEVOLUCION,3,3,2,390,1,2,1,0.0,3
564552,ABARROTES,08-ago,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/08/2021 18:23,RECIBO,3,3,1,137774,3,3,0,1.0,2
634098,ABARROTES,08-ago,ABA0897,SMUUPïS CREMA DE ALMENDRA 30 GR,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,29/08/2021 18:56,NOTA DE SALIDA,3,1,4,2064,125,2,0,2.0,0
