,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
524302,FRUTAS Y VERDURAS,08-ago,FYV0131,PIMIENTO MORRON ROJO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,02/08/2021 09:07,NOTA DE ENTRADA,3,6,3,3697,1,0,0.25,0.0,0.25
524304,FRUTAS Y VERDURAS,08-ago,FYV0131,PIMIENTO MORRON ROJO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/08/2021 09:07,RECIBO,3,6,1,6610,2,0.25,0,0.25,0
527360,FRUTAS Y VERDURAS,08-ago,FYV0131,PIMIENTO MORRON ROJO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,02/08/2021 14:12,NOTA DE ENTRADA,3,4,3,30842,6,0,0.27,0.0,0.27
527361,FRUTAS Y VERDURAS,08-ago,FYV0131,PIMIENTO MORRON ROJO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/08/2021 14:12,RECIBO,3,4,1,75077,7,0.27,0,0.27,0
527826,FRUTAS Y VERDURAS,08-ago,FYV0131,PIMIENTO MORRON ROJO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,02/08/2021 14:57,NOTA DE ENTRADA,3,2,3,12422,70,0,2.1,0.0,2.1
528411,FRUTAS Y VERDURAS,08-ago,FYV0131,PIMIENTO MORRON ROJO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,02/08/2021 14:58,NOTA DE SALIDA,3,2,4,4374,563,2.1,0,0.23,1.87
528412,FRUTAS Y VERDURAS,08-ago,FYV0131,PIMIENTO MORRON ROJO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,02/08/2021 14:58,NOTA DE SALIDA,3,2,4,4374,564,1.87,0,0.055,1.815
528413,FRUTAS Y VERDURAS,08-ago,FYV0131,PIMIENTO MORRON ROJO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,02/08/2021 14:58,NOTA DE SALIDA,3,2,4,4374,565,1.815,0,0.335,1.48
528414,FRUTAS Y VERDURAS,08-ago,FYV0131,PIMIENTO MORRON ROJO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,02/08/2021 14:58,NOTA DE SALIDA,3,2,4,4374,566,1.48,0,0.195,1.285
528415,FRUTAS Y VERDURAS,08-ago,FYV0131,PIMIENTO MORRON ROJO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,02/08/2021 14:58,NOTA DE SALIDA,3,2,4,4374,567,1.285,0,0.435,0.85
