,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
28,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,02/01/2021 09:00,NOTA DE ENTRADA,3,1,3,2814,5,2,2,0.0,4
255,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 10:40,RECIBO,3,3,1,70096,3,4,0,1.0,3
853,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 15:22,RECIBO,3,3,1,70230,12,3,0,1.0,2
1330,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/01/2021 12:25,RECIBO,3,3,1,70345,6,2,0,1.0,1
1596,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,04/01/2021 08:14,NOTA DE ENTRADA,3,2,3,6372,5,1,1,0.0,2
2177,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,04/01/2021 10:46,NOTA DE ENTRADA,3,2,3,6387,3,2,1,0.0,3
5213,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 19:25,RECIBO,3,3,1,70769,7,3,0,1.0,2
5552,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,05/01/2021 08:31,NOTA DE ENTRADA,3,2,3,6413,5,2,1,0.0,3
6870,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 12:51,RECIBO,3,3,1,70945,1,3,0,1.0,2
8461,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,06/01/2021 09:23,NOTA DE ENTRADA,3,2,3,6450,6,2,1,0.0,3
10312,PANADERIA Y REPORTERIA,01-ene,PYR0059,PAN BRIOCHE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 14:15,RECIBO,3,4,1,38197,12,3,0,1.0,2
