,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
87782,LACTEOS Y EMBUTIDOS,02-feb,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,05/02/2021 12:12,NOTA DE ENTRADA,3,2,3,7242,5,0,2,0.0,2
110900,LACTEOS Y EMBUTIDOS,02-feb,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/02/2021 11:18,RECIBO,3,4,1,44590,1,2,0,1.0,1
138250,LACTEOS Y EMBUTIDOS,02-feb,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,27/02/2021 10:52,RECIBO,3,3,1,87718,3,1,0,1.0,0
155113,LACTEOS Y EMBUTIDOS,03-mar,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,05/03/2021 12:24,NOTA DE ENTRADA,3,2,3,7986,2,0,2,0.0,2
161513,LACTEOS Y EMBUTIDOS,03-mar,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/03/2021 15:51,RECIBO,3,3,1,90632,2,2,0,1.0,1
165054,LACTEOS Y EMBUTIDOS,03-mar,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/03/2021 08:31,RECIBO,3,4,1,47980,2,1,0,1.0,0
281026,LACTEOS Y EMBUTIDOS,04-abr,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,28/04/2021 14:01,NOTA DE ENTRADA,3,1,3,3749,3,0,2,0.0,2
289314,LACTEOS Y EMBUTIDOS,05-may,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,01/05/2021 19:29,RECIBO,3,3,1,106212,4,2,0,1.0,1
306037,LACTEOS Y EMBUTIDOS,05-may,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/05/2021 17:55,RECIBO,3,3,1,108152,1,1,0,1.0,0
338799,LACTEOS Y EMBUTIDOS,05-may,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,19/05/2021 12:02,NOTA DE ENTRADA,3,2,3,9895,3,0,1,0.0,1
343171,LACTEOS Y EMBUTIDOS,05-may,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,20/05/2021 14:39,RECIBO,3,3,1,112024,1,1,0,1.0,0
372773,LACTEOS Y EMBUTIDOS,06-jun,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,01/06/2021 13:12,NOTA DE ENTRADA,3,2,3,10362,5,0,1,0.0,1
401198,LACTEOS Y EMBUTIDOS,06-jun,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/06/2021 18:50,RECIBO,3,3,1,118833,2,1,0,1.0,0
474966,LACTEOS Y EMBUTIDOS,07-jul,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,12/07/2021 12:19,NOTA DE ENTRADA,3,2,3,11725,3,0,2,0.0,2
478824,LACTEOS Y EMBUTIDOS,07-jul,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/07/2021 13:03,RECIBO,3,5,1,19931,1,2,0,1.0,1
483387,LACTEOS Y EMBUTIDOS,07-jul,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,15/07/2021 11:47,RECIBO,3,5,1,20025,4,1,0,1.0,0
539046,LACTEOS Y EMBUTIDOS,08-ago,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,05/08/2021 10:06,NOTA DE ENTRADA,3,2,3,12511,3,0,2,0.0,2
545590,LACTEOS Y EMBUTIDOS,08-ago,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/08/2021 14:41,RECIBO,3,3,1,136278,3,2,0,1.0,1
583534,LACTEOS Y EMBUTIDOS,08-ago,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/08/2021 19:09,RECIBO,3,3,1,139619,4,1,0,1.0,0
625462,LACTEOS Y EMBUTIDOS,08-ago,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,27/08/2021 12:27,NOTA DE ENTRADA,3,2,3,13260,4,0,3,0.0,3
628228,LACTEOS Y EMBUTIDOS,08-ago,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,28/08/2021 10:20,RECIBO,3,3,1,143957,1,3,0,1.0,2
642866,LACTEOS Y EMBUTIDOS,08-ago,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,30/08/2021 19:44,RECIBO,3,3,1,144579,10,2,0,1.0,1
642869,LACTEOS Y EMBUTIDOS,08-ago,LYE0254,YOGURT ZARZAMORA 1L BOSQUE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,30/08/2021 19:44,RECIBO,3,3,1,144579,13,1,0,1.0,0
