,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
1299,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/01/2021 12:15,RECIBO,3,3,1,70339,2,3,0,1.0,2
2399,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 11:17,RECIBO,3,3,1,70518,3,2,0,1.0,1
2669,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,04/01/2021 11:47,NOTA DE ENTRADA,3,2,3,6398,8,1,3,0.0,4
5039,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 18:09,RECIBO,3,3,1,70730,1,4,0,1.0,3
6173,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 10:34,RECIBO,3,6,1,3806,7,3,0,1.0,2
9672,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,06/01/2021 12:35,NOTA DE ENTRADA,3,2,3,6475,8,2,1,0.0,3
9832,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 12:59,RECIBO,3,5,1,10914,1,3,0,1.0,2
11446,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 09:56,RECIBO,3,4,1,38243,4,2,0,1.0,1
14894,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,08/01/2021 11:45,NOTA DE ENTRADA,3,2,3,6542,6,1,3,0.0,4
16448,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/01/2021 19:42,RECIBO,3,3,1,72232,1,4,0,1.0,3
18135,PANADERIA Y REPORTERIA,01-ene,PYR0008,PAN INTEGRAL 680G OROWEAT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/01/2021 15:18,RECIBO,3,3,1,72424,1,3,0,1.0,2
