,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
65010,ABARROTES,01-ene,ABA0258,JUGO MAGGI 100 ML ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,28/01/2021 11:17,NOTA DE ENTRADA,3,6,3,2255,1,0,1,0.0,1
65011,ABARROTES,01-ene,ABA0258,JUGO MAGGI 100 ML ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,28/01/2021 11:17,RECIBO,3,6,1,4165,1,1,0,1.0,0
65527,ABARROTES,01-ene,ABA0258,JUGO MAGGI 100 ML ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,28/01/2021 13:00,NOTA DE ENTRADA,3,1,3,3097,14,0,10,0.0,10
65537,ABARROTES,01-ene,ABA0258,JUGO MAGGI 100 ML ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,28/01/2021 13:00,NOTA DE SALIDA,3,1,4,1500,4,10,0,1.0,9
80752,ABARROTES,02-feb,ABA0258,JUGO MAGGI 100 ML ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/02/2021 16:49,RECIBO,3,3,1,79781,20,9,0,1.0,8
82496,ABARROTES,02-feb,ABA0258,JUGO MAGGI 100 ML ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/02/2021 12:27,RECIBO,3,4,1,42382,2,8,0,1.0,7
83821,ABARROTES,02-feb,ABA0258,JUGO MAGGI 100 ML ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/02/2021 19:36,RECIBO,3,4,1,42480,2,7,0,1.0,6
93915,ABARROTES,02-feb,ABA0258,JUGO MAGGI 100 ML ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/02/2021 13:08,RECIBO,3,5,1,12440,4,6,0,1.0,5
94150,ABARROTES,02-feb,ABA0258,JUGO MAGGI 100 ML ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/02/2021 13:42,RECIBO,3,6,1,4324,2,5,0,1.0,4
102437,ABARROTES,02-feb,ABA0258,JUGO MAGGI 100 ML ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/02/2021 14:43,RECIBO,3,5,1,12672,3,4,0,1.0,3
