,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
35772,ABARROTES,01-ene,ABA0793,CHILE ENCACAHUATADO 250 GR MARIAS GOURMET,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/01/2021 12:59,RECIBO,3,4,1,39777,2,5,0,2.0,3
77743,ABARROTES,02-feb,ABA0793,CHILE ENCACAHUATADO 250 GR MARIAS GOURMET,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,01/02/2021 14:52,RECIBO,3,4,1,42069,3,3,0,1.0,2
96408,ABARROTES,02-feb,ABA0793,CHILE ENCACAHUATADO 250 GR MARIAS GOURMET,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,09/02/2021 12:07,NOTA DE ENTRADA,3,2,3,7309,2,2,5,0.0,7
106600,ABARROTES,02-feb,ABA0793,CHILE ENCACAHUATADO 250 GR MARIAS GOURMET,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/02/2021 14:35,RECIBO,3,4,1,44253,8,7,0,1.0,6
113768,ABARROTES,02-feb,ABA0793,CHILE ENCACAHUATADO 250 GR MARIAS GOURMET,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/02/2021 11:41,RECIBO,3,3,1,84154,3,6,0,1.0,5
114448,ABARROTES,02-feb,ABA0793,CHILE ENCACAHUATADO 250 GR MARIAS GOURMET,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/02/2021 14:12,RECIBO,3,5,1,12999,7,5,0,1.0,4
174678,ABARROTES,03-mar,ABA0793,CHILE ENCACAHUATADO 250 GR MARIAS GOURMET,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/03/2021 13:03,RECIBO,3,4,1,48831,3,4,0,1.0,3
211130,ABARROTES,03-mar,ABA0793,CHILE ENCACAHUATADO 250 GR MARIAS GOURMET,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,29/03/2021 11:53,RECIBO,3,4,1,51343,2,3,0,2.0,1
216710,ABARROTES,03-mar,ABA0793,CHILE ENCACAHUATADO 250 GR MARIAS GOURMET,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,31/03/2021 11:52,RECIBO,3,4,1,51702,6,1,0,1.0,0
233953,ABARROTES,04-abr,ABA0793,CHILE ENCACAHUATADO 250 GR MARIAS GOURMET,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,09/04/2021 10:38,NOTA DE ENTRADA,3,2,3,9000,2,0,7,0.0,7
