,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
14237,VINOS Y LICORES,01-ene,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/01/2021 10:29,RECIBO,3,3,1,71959,6,3,0,1.0,2
39463,VINOS Y LICORES,01-ene,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/01/2021 13:32,RECIBO,3,5,1,11475,16,2,0,1.0,1
73517,VINOS Y LICORES,01-ene,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR AJUSTE DE INVENTARIO,31/01/2021 19:07,NOTA DE ENTRADA,3,1,3,3156,319,1,20,0.0,21
126315,VINOS Y LICORES,02-feb,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,23/02/2021 08:05,NOTA DE ENTRADA,3,1,3,3375,15,21,6,0.0,27
141601,VINOS Y LICORES,03-mar,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,01/03/2021 08:33,NOTA DE SALIDA,3,1,4,1695,518,27,0,21.0,6
166941,VINOS Y LICORES,03-mar,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/03/2021 14:41,RECIBO,3,4,1,48220,4,6,0,1.0,5
167461,VINOS Y LICORES,03-mar,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/03/2021 19:33,RECIBO,3,3,1,91308,4,5,0,1.0,4
197423,VINOS Y LICORES,03-mar,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,23/03/2021 14:16,NOTA DE ENTRADA,3,2,3,8523,48,4,2,0.0,6
206261,VINOS Y LICORES,03-mar,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/03/2021 13:31,RECIBO,3,5,1,14819,4,6,0,1.0,5
259303,VINOS Y LICORES,04-abr,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,20/04/2021 11:54,RECIBO,3,4,1,54626,1,5,0,1.0,4
263128,VINOS Y LICORES,04-abr,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,21/04/2021 13:52,RECIBO,3,6,1,5203,1,4,0,1.0,3
267592,VINOS Y LICORES,04-abr,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,23/04/2021 11:56,RECIBO,3,4,1,55213,2,3,0,1.0,2
268025,VINOS Y LICORES,04-abr,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,23/04/2021 12:59,RECIBO,3,3,1,103521,5,2,0,1.0,1
280896,VINOS Y LICORES,04-abr,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,28/04/2021 13:47,NOTA DE ENTRADA,3,1,3,3744,43,1,6,0.0,7
284902,VINOS Y LICORES,04-abr,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,29/04/2021 20:17,RECIBO,3,3,1,105606,2,7,0,1.0,6
297100,VINOS Y LICORES,05-may,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/05/2021 09:49,RECIBO,3,3,1,107040,1,6,0,1.0,5
298897,VINOS Y LICORES,05-may,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/05/2021 13:55,RECIBO,3,3,1,107162,1,5,0,1.0,4
301285,VINOS Y LICORES,05-may,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/05/2021 11:46,RECIBO,3,6,1,5368,2,4,0,1.0,3
334883,VINOS Y LICORES,05-may,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/05/2021 10:38,RECIBO,3,4,1,59545,1,3,0,1.0,2
335060,VINOS Y LICORES,05-may,VYL0007,VINO BLANCO 1 LT CALIFORNIA ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,18/05/2021 10:55,NOTA DE ENTRADA,3,2,3,9840,29,2,2,0.0,4
