,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
351,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 11:24,RECIBO,3,3,1,70122,2,38,0,1.0,37
687,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 14:08,RECIBO,3,3,1,70197,3,37,0,1.0,36
769,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 14:39,RECIBO,3,4,1,37758,4,36,0,1.0,35
1252,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/01/2021 12:00,RECIBO,3,3,1,70333,1,35,0,1.0,34
2234,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 10:53,RECIBO,3,5,1,10742,2,34,0,1.0,33
2548,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 11:33,RECIBO,3,4,1,37782,8,33,0,1.0,32
4241,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 13:50,RECIBO,3,4,1,37849,18,32,0,1.0,31
5016,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 18:04,RECIBO,3,3,1,70726,3,31,0,1.0,30
5210,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 19:25,RECIBO,3,3,1,70769,3,30,0,1.0,29
6476,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,05/01/2021 11:39,NOTA DE ENTRADA,3,2,3,6437,4,29,10,0.0,39
6760,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 12:29,RECIBO,3,6,1,3817,7,39,0,1.0,38
7129,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 13:43,RECIBO,3,3,1,70975,2,38,0,1.0,37
9277,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 11:36,RECIBO,3,6,1,3832,2,37,0,1.0,36
9413,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 11:54,RECIBO,3,5,1,10887,1,36,0,1.0,35
9887,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 13:11,RECIBO,3,5,1,10917,2,35,0,1.0,34
9895,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 13:11,RECIBO,3,4,1,38161,3,34,0,1.0,33
10730,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 17:36,RECIBO,3,3,1,71413,5,33,0,1.0,32
12501,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 13:01,RECIBO,3,6,1,3853,27,32,0,1.0,31
12756,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 13:53,RECIBO,3,6,1,3855,4,31,0,1.0,30
13125,QUESOS,01-ene,QUE0092,QUESO MANCHEGO 400 GR NAVARRO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 15:01,RECIBO,3,3,1,71702,2,30,0,1.0,29
