,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
121,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 09:56,RECIBO,3,3,1,70071,8,31,0,1.0,30
407,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 11:39,RECIBO,3,4,1,37744,9,30,0,1.0,29
925,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 16:01,RECIBO,3,3,1,70250,2,29,0,1.0,28
2104,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 10:18,RECIBO,3,4,1,37769,5,28,0,1.0,27
2710,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 11:55,RECIBO,3,4,1,37789,9,27,0,1.0,26
2874,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 12:24,RECIBO,3,3,1,70547,2,26,0,1.0,25
3727,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 12:49,RECIBO,3,4,1,37813,1,25,0,1.0,24
3934,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 13:04,RECIBO,3,5,1,10763,28,24,0,1.0,23
3985,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 13:11,RECIBO,3,6,1,3791,18,23,0,1.0,22
4677,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 14:58,RECIBO,3,3,1,70642,2,22,0,1.0,21
4918,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 17:01,RECIBO,3,3,1,70701,1,21,0,1.0,20
4977,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 17:43,RECIBO,3,3,1,70717,13,20,0,1.0,19
5011,LACTEOS Y EMBUTIDOS,01-ene,LYE0124,SALCHICHA DE PAVO CORONA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 18:01,RECIBO,3,3,1,70725,2,19,0,1.0,18
