,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
2628,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,04/01/2021 11:41,NOTA DE ENTRADA,3,5,3,4253,2,0,0.605,0.0,0.605
2629,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 11:41,RECIBO,3,5,1,10752,2,0.605,0,0.605,0
2630,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,04/01/2021 11:41,NOTA DE ENTRADA,3,5,3,4253,3,0,0.695,0.0,0.695
2631,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 11:41,RECIBO,3,5,1,10752,3,0.695,0,0.695,0
7021,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,05/01/2021 13:11,NOTA DE ENTRADA,3,6,3,2051,3,0,0.22,0.0,0.22
7022,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 13:11,RECIBO,3,6,1,3821,11,0.22,0,0.22,0
7290,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,05/01/2021 14:03,NOTA DE ENTRADA,3,5,3,4305,5,0,0.345,0.0,0.345
7291,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 14:03,RECIBO,3,5,1,10854,10,0.345,0,0.345,0
9032,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,06/01/2021 10:38,NOTA DE ENTRADA,3,5,3,4315,3,0,1.035,0.0,1.035
9033,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 10:38,RECIBO,3,5,1,10874,7,1.035,0,1.035,0
9058,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,06/01/2021 10:44,NOTA DE ENTRADA,3,5,3,4317,1,0,0.25,0.0,0.25
9059,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 10:44,RECIBO,3,5,1,10877,3,0.25,0,0.25,0
9988,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,06/01/2021 13:20,NOTA DE ENTRADA,3,6,3,2059,2,0,0.785,0.0,0.785
9989,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 13:20,RECIBO,3,6,1,3838,5,0.785,0,0.785,0
10205,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,06/01/2021 14:00,NOTA DE ENTRADA,3,3,3,25132,2,0,0.715,0.0,0.715
10206,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 14:00,RECIBO,3,3,1,71299,4,0.715,0,0.715,0
10414,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,06/01/2021 14:39,NOTA DE ENTRADA,3,3,3,25139,1,0,0.315,0.0,0.315
10415,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 14:39,RECIBO,3,3,1,71327,1,0.315,0,0.315,0
15202,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,08/01/2021 12:37,NOTA DE ENTRADA,3,4,3,15101,3,0,0.825,0.0,0.825
15203,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/01/2021 12:37,RECIBO,3,4,1,38438,8,0.825,0,0.825,0
17298,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,09/01/2021 11:37,NOTA DE ENTRADA,3,4,3,15169,3,0,1.455,0.0,1.455
17299,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/01/2021 11:37,RECIBO,3,4,1,38610,4,1.455,0,1.455,0
19545,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,11/01/2021 09:39,NOTA DE ENTRADA,3,3,3,25684,2,0,0.88,0.0,0.88
19546,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 09:39,RECIBO,3,3,1,72736,3,0.88,0,0.88,0
20258,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,11/01/2021 11:20,NOTA DE ENTRADA,3,4,3,15256,4,0,0.14,0.0,0.14
20259,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 11:21,RECIBO,3,4,1,38772,5,0.14,0,0.14,0
21122,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,11/01/2021 12:17,NOTA DE ENTRADA,3,5,3,4394,3,0,0.73,0.0,0.73
21123,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 12:17,RECIBO,3,5,1,11044,9,0.73,0,0.73,0
21124,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,11/01/2021 12:17,NOTA DE ENTRADA,3,5,3,4394,4,0,0.625,0.0,0.625
21125,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 12:17,RECIBO,3,5,1,11044,10,0.625,0,0.625,0
22168,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,11/01/2021 15:06,NOTA DE ENTRADA,3,3,3,25766,2,0,0.345,0.0,0.345
22169,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 15:06,RECIBO,3,3,1,72911,9,0.345,0,0.345,0
23668,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,12/01/2021 10:33,NOTA DE ENTRADA,3,5,3,4423,3,0,0.745,0.0,0.745
23669,CARNES Y AVES,01-ene,CYA0057,LOMO DE CERDO,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,12/01/2021 10:33,RECIBO,3,5,1,11124,5,0.745,0,0.745,0
