,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
24081,PANADERIA Y REPORTERIA,01-ene,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,12/01/2021 11:37,NOTA DE ENTRADA,3,2,3,6616,4,1,5,0.0,6
46444,PANADERIA Y REPORTERIA,01-ene,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,20/01/2021 15:31,RECIBO,3,4,1,40500,2,6,0,1.0,5
49107,PANADERIA Y REPORTERIA,01-ene,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,21/01/2021 17:45,RECIBO,3,3,1,76051,11,5,0,1.0,4
58373,PANADERIA Y REPORTERIA,01-ene,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,25/01/2021 17:57,RECIBO,3,4,1,41055,5,4,0,1.0,3
61425,PANADERIA Y REPORTERIA,01-ene,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/01/2021 18:39,RECIBO,3,3,1,77788,12,3,0,1.0,2
66539,PANADERIA Y REPORTERIA,01-ene,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,28/01/2021 17:38,RECIBO,3,3,1,78465,8,2,0,1.0,1
73356,PANADERIA Y REPORTERIA,01-ene,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,31/01/2021 19:03,NOTA DE SALIDA,3,1,4,1533,722,1,0,1.0,0
133043,PANADERIA Y REPORTERIA,02-feb,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,25/02/2021 11:47,NOTA DE ENTRADA,3,2,3,7744,2,0,7,0.0,7
149948,PANADERIA Y REPORTERIA,03-mar,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/03/2021 13:05,RECIBO,3,4,1,46989,14,7,0,1.0,6
151204,PANADERIA Y REPORTERIA,03-mar,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/03/2021 19:45,RECIBO,3,3,1,89165,2,6,0,1.0,5
153553,PANADERIA Y REPORTERIA,03-mar,PYR0438,PAN PLANO CEBOLLA 142 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/03/2021 18:29,RECIBO,3,3,1,89499,6,5,0,1.0,4
