,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
839,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 15:18,RECIBO,3,3,1,70229,2,12,0,1.0,11
1302,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/01/2021 12:15,RECIBO,3,3,1,70339,7,11,0,2.0,9
2019,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,04/01/2021 10:02,NOTA DE ENTRADA,3,2,3,6378,9,9,6,0.0,15
4678,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 14:58,RECIBO,3,3,1,70642,3,15,0,1.0,14
5979,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 09:41,RECIBO,3,3,1,70838,3,14,0,1.0,13
8221,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 20:09,RECIBO,3,3,1,71152,8,13,0,1.0,12
9890,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 13:11,RECIBO,3,5,1,10917,4,12,0,1.0,11
14081,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,08/01/2021 09:39,NOTA DE ENTRADA,3,2,3,6524,14,11,6,0.0,17
16194,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/01/2021 17:30,RECIBO,3,3,1,72168,1,17,0,4.0,13
17229,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/01/2021 11:17,RECIBO,3,6,1,3882,11,13,0,2.0,11
18044,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/01/2021 14:59,RECIBO,3,3,1,72412,17,11,0,4.0,7
18902,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/01/2021 13:00,RECIBO,3,3,1,72627,2,7,0,3.0,4
19458,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,11/01/2021 09:29,NOTA DE ENTRADA,3,2,3,6555,1,4,6,0.0,10
20001,LACTEOS Y EMBUTIDOS,01-ene,LYE0009,LECHE DESCREMADA DESLACTOSADA LIGHT 1 LT SANTA CLARA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 10:48,RECIBO,3,3,1,72768,3,10,0,1.0,9
