,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
11561,ABARROTES,01-ene,ABA0981,SALSA TAQUERA 250 GR LA COSTE¥A,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,07/01/2021 10:23,NOTA DE ENTRADA,3,2,3,6494,10,3,4,0.0,7
26330,ABARROTES,01-ene,ABA0981,SALSA TAQUERA 250 GR LA COSTE¥A,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/01/2021 10:30,RECIBO,3,3,1,73507,1,7,0,1.0,6
26446,ABARROTES,01-ene,ABA0981,SALSA TAQUERA 250 GR LA COSTE¥A,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/01/2021 10:55,RECIBO,3,4,1,39134,5,6,0,1.0,5
72791,ABARROTES,01-ene,ABA0981,SALSA TAQUERA 250 GR LA COSTE¥A,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,31/01/2021 18:54,NOTA DE SALIDA,3,1,4,1533,161,5,0,1.0,4
134190,ABARROTES,02-feb,ABA0981,SALSA TAQUERA 250 GR LA COSTE¥A,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,25/02/2021 15:47,RECIBO,3,3,1,87128,3,4,0,1.0,3
141127,ABARROTES,03-mar,ABA0981,SALSA TAQUERA 250 GR LA COSTE¥A,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,01/03/2021 08:26,NOTA DE SALIDA,3,1,4,1695,101,3,0,1.0,2
147890,ABARROTES,03-mar,ABA0981,SALSA TAQUERA 250 GR LA COSTE¥A,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/03/2021 17:07,RECIBO,3,3,1,88721,3,2,0,1.0,1
148225,ABARROTES,03-mar,ABA0981,SALSA TAQUERA 250 GR LA COSTE¥A,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/03/2021 19:06,RECIBO,3,4,1,46855,35,1,0,1.0,0
151969,ABARROTES,03-mar,ABA0981,SALSA TAQUERA 250 GR LA COSTE¥A,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,04/03/2021 10:37,NOTA DE ENTRADA,3,2,3,7922,7,0,4,0.0,4
184130,ABARROTES,03-mar,ABA0981,SALSA TAQUERA 250 GR LA COSTE¥A,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/03/2021 18:26,RECIBO,3,3,1,93263,3,4,0,1.0,3
