,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
154534,ABARROTES,03-mar,ABA0217,GELATINA FRESA CERO 25 GR JELLO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,05/03/2021 10:43,NOTA DE ENTRADA,3,4,3,18765,1,0,1,0.0,1
154535,ABARROTES,03-mar,ABA0217,GELATINA FRESA CERO 25 GR JELLO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/03/2021 10:43,RECIBO,3,4,1,47328,1,1,0,1.0,0
173339,ABARROTES,03-mar,ABA0217,GELATINA FRESA CERO 25 GR JELLO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,12/03/2021 19:14,NOTA DE ENTRADA,3,3,3,32964,1,0,1,0.0,1
173340,ABARROTES,03-mar,ABA0217,GELATINA FRESA CERO 25 GR JELLO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,12/03/2021 19:14,RECIBO,3,3,1,92032,2,1,0,1.0,0
182604,ABARROTES,03-mar,ABA0217,GELATINA FRESA CERO 25 GR JELLO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,17/03/2021 11:43,NOTA DE ENTRADA,3,4,3,19628,1,0,1,0.0,1
182605,ABARROTES,03-mar,ABA0217,GELATINA FRESA CERO 25 GR JELLO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/03/2021 11:43,RECIBO,3,4,1,49201,3,1,0,1.0,0
191282,ABARROTES,03-mar,ABA0217,GELATINA FRESA CERO 25 GR JELLO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,20/03/2021 19:50,NOTA DE ENTRADA,3,3,3,33876,1,0,1,0.0,1
191283,ABARROTES,03-mar,ABA0217,GELATINA FRESA CERO 25 GR JELLO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,20/03/2021 19:50,RECIBO,3,3,1,94170,7,1,0,1.0,0
193279,ABARROTES,03-mar,ABA0217,GELATINA FRESA CERO 25 GR JELLO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,22/03/2021 10:55,NOTA DE ENTRADA,3,3,3,34018,2,0,3,0.0,3
193280,ABARROTES,03-mar,ABA0217,GELATINA FRESA CERO 25 GR JELLO,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,22/03/2021 10:55,RECIBO,3,3,1,94432,14,3,0,3.0,0
