,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
287,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 10:56,RECIBO,3,3,1,70106,7,39,0,1.0,38
288,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 10:56,RECIBO,3,3,1,70106,8,38,0,1.0,37
679,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 14:03,RECIBO,3,3,1,70196,6,37,0,1.0,36
21855,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 14:00,RECIBO,3,4,1,38860,6,36,0,1.0,35
25501,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,12/01/2021 17:29,RECIBO,3,3,1,73361,3,35,0,1.0,34
41511,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,19/01/2021 08:38,RECIBO,3,4,1,40006,2,34,0,1.0,33
45497,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,20/01/2021 12:12,RECIBO,3,4,1,40385,8,33,0,2.0,31
49039,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,21/01/2021 17:09,RECIBO,3,3,1,76031,7,31,0,2.0,29
49763,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,22/01/2021 10:09,RECIBO,3,3,1,76222,4,29,0,10.0,19
51939,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,22/01/2021 18:55,RECIBO,3,3,1,76554,2,19,0,1.0,18
52194,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,23/01/2021 08:30,NOTA DE ENTRADA,3,1,3,3028,10,18,10,0.0,28
64610,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,28/01/2021 09:52,RECIBO,3,4,1,41469,10,28,0,1.0,27
73330,PANADERIA Y REPORTERIA,01-ene,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,31/01/2021 19:03,NOTA DE SALIDA,3,1,4,1533,697,27,0,12.0,15
79072,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,02/02/2021 10:53,NOTA DE ENTRADA,3,2,3,7118,3,15,20,0.0,35
93634,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/02/2021 12:37,RECIBO,3,5,1,12434,11,35,0,10.0,25
96631,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/02/2021 12:29,RECIBO,3,5,1,12491,12,25,0,1.0,24
100594,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/02/2021 20:39,RECIBO,3,3,1,82567,1,24,0,1.0,23
112742,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/02/2021 08:00,RECIBO,3,3,1,84048,6,23,0,1.0,22
113940,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,17/02/2021 12:18,NOTA DE ENTRADA,3,2,3,7531,7,22,10,0.0,32
114862,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/02/2021 16:47,RECIBO,3,3,1,84288,4,32,0,2.0,30
116247,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/02/2021 11:53,RECIBO,3,3,1,84514,15,30,0,10.0,20
116285,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/02/2021 11:59,RECIBO,3,5,1,13023,5,20,0,1.0,19
122487,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,21/02/2021 14:30,RECIBO,3,3,1,85662,5,19,0,10.0,9
133198,PANADERIA Y REPORTERIA,02-feb,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,25/02/2021 12:20,RECIBO,3,3,1,86992,5,9,0,4.0,5
162817,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,09/03/2021 10:00,NOTA DE ENTRADA,3,2,3,8067,9,5,10,0.0,15
164091,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/03/2021 14:03,RECIBO,3,5,1,13885,1,15,0,2.0,13
169075,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/03/2021 12:37,RECIBO,3,5,1,14035,4,13,0,1.0,12
170028,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/03/2021 18:23,RECIBO,3,3,1,91638,10,12,0,2.0,10
173853,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/03/2021 09:29,RECIBO,3,4,1,48685,10,10,0,2.0,8
179996,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,16/03/2021 12:56,NOTA DE ENTRADA,3,2,3,8285,10,8,10,0.0,18
181694,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/03/2021 09:20,RECIBO,3,4,1,49131,3,18,0,1.0,17
198045,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,23/03/2021 19:01,RECIBO,3,3,1,94832,1,17,0,1.0,16
212554,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,29/03/2021 16:19,RECIBO,3,3,1,96444,1,16,0,1.0,15
214791,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,30/03/2021 14:24,RECIBO,3,3,1,96720,2,15,0,1.0,14
216879,PANADERIA Y REPORTERIA,03-mar,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,31/03/2021 12:43,NOTA DE ENTRADA,3,2,3,8770,10,14,10,0.0,24
225728,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/04/2021 19:45,RECIBO,3,3,1,98358,2,24,0,10.0,14
227048,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/04/2021 12:23,RECIBO,3,4,1,52204,4,14,0,1.0,13
231769,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/04/2021 10:12,RECIBO,3,3,1,98898,5,13,0,1.0,12
232851,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/04/2021 14:08,RECIBO,3,4,1,52706,2,12,0,4.0,8
235527,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/04/2021 20:15,RECIBO,3,3,1,99460,5,8,0,2.0,6
243188,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/04/2021 13:16,RECIBO,3,5,1,15465,6,6,0,2.0,4
245406,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,14/04/2021 11:25,NOTA DE ENTRADA,3,2,3,9165,12,4,10,0.0,14
246398,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/04/2021 14:50,RECIBO,3,5,1,15575,23,14,0,2.0,12
257613,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,19/04/2021 17:04,RECIBO,3,3,1,102202,2,12,0,4.0,8
257829,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,19/04/2021 18:57,RECIBO,3,3,1,102236,2,8,0,2.0,6
262477,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,21/04/2021 12:20,NOTA DE ENTRADA,3,2,3,9412,9,6,10,0.0,16
268371,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,23/04/2021 13:44,RECIBO,3,4,1,55273,3,16,0,1.0,15
270836,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,24/04/2021 14:24,RECIBO,3,4,1,55575,7,15,0,1.0,14
274725,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/04/2021 13:38,RECIBO,3,4,1,55743,1,14,0,2.0,12
287423,PANADERIA Y REPORTERIA,04-abr,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,30/04/2021 15:35,RECIBO,3,5,1,16460,8,12,0,6.0,6
300495,PANADERIA Y REPORTERIA,05-may,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,06/05/2021 10:16,NOTA DE ENTRADA,3,1,3,3995,7,6,10,0.0,16
307313,PANADERIA Y REPORTERIA,05-may,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/05/2021 12:33,RECIBO,3,4,1,57932,1,16,0,2.0,14
327747,PANADERIA Y REPORTERIA,05-may,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/05/2021 11:45,RECIBO,3,4,1,59040,3,14,0,3.0,11
328914,PANADERIA Y REPORTERIA,05-may,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,16/05/2021 18:44,NOTA DE SALIDA,3,1,4,1991,637,11,0,4.0,7
330861,PANADERIA Y REPORTERIA,05-may,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,17/05/2021 09:39,NOTA DE ENTRADA,3,2,3,9793,11,7,10,0.0,17
332367,PANADERIA Y REPORTERIA,05-may,PYR0202,GALLETA DE AMARANTO ARROZ INFLADO 25 GR MARANTOS ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/05/2021 12:51,RECIBO,3,4,1,59327,19,17,0,1.0,16
