,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
1185,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/01/2021 11:22,RECIBO,3,3,1,70320,6,12,0,1.0,11
4265,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 13:52,RECIBO,3,6,1,3795,4,11,0,4.0,7
4636,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,DEVOLUCION DE SALIDAS POR VENTA,04/01/2021 14:49,RECIBO DE DEVOLUCION,3,6,2,124,4,7,4,0.0,11
5170,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 19:14,RECIBO,3,3,1,70760,2,11,0,4.0,7
6608,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 12:07,RECIBO,3,4,1,37937,1,7,0,1.0,6
9813,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,06/01/2021 12:57,NOTA DE ENTRADA,3,1,3,2836,1,6,6,0.0,12
10667,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 16:56,RECIBO,3,3,1,71393,2,12,0,1.0,11
11458,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 10:01,RECIBO,3,3,1,71534,2,11,0,1.0,10
15223,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/01/2021 12:40,RECIBO,3,4,1,38442,5,10,0,1.0,9
16782,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/01/2021 09:11,RECIBO,3,3,1,72272,4,9,0,3.0,6
26496,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/01/2021 11:02,RECIBO,3,5,1,11209,4,6,0,1.0,5
27136,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,13/01/2021 12:20,NOTA DE ENTRADA,3,2,3,6665,1,5,10,0.0,15
27631,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/01/2021 13:57,RECIBO,3,4,1,39213,5,15,0,1.0,14
28027,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/01/2021 15:31,RECIBO,3,3,1,73676,4,14,0,1.0,13
29408,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/01/2021 10:58,RECIBO,3,4,1,39309,4,13,0,1.0,12
30265,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/01/2021 13:03,RECIBO,3,4,1,39370,3,12,0,1.0,11
33175,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,15/01/2021 13:06,RECIBO,3,3,1,74299,2,11,0,1.0,10
34369,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,15/01/2021 18:06,RECIBO,3,3,1,74488,2,10,0,2.0,8
42308,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,19/01/2021 11:10,RECIBO,3,4,1,40064,5,8,0,1.0,7
45178,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,20/01/2021 11:09,NOTA DE ENTRADA,3,2,3,6845,1,7,10,0.0,17
45856,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,20/01/2021 13:22,RECIBO,3,4,1,40448,2,17,0,1.0,16
46806,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,20/01/2021 19:16,RECIBO,3,4,1,40539,1,16,0,2.0,14
54281,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,23/01/2021 15:51,RECIBO,3,3,1,76847,3,14,0,1.0,13
54366,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,23/01/2021 16:43,RECIBO,3,3,1,76870,4,13,0,1.0,12
57299,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,25/01/2021 13:20,RECIBO,3,3,1,77270,1,12,0,1.0,11
58036,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,25/01/2021 15:36,RECIBO,3,3,1,77351,7,11,0,1.0,10
60477,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/01/2021 13:38,RECIBO,3,3,1,77626,1,10,0,1.0,9
61009,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/01/2021 15:20,RECIBO,3,3,1,77715,3,9,0,1.0,8
62389,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,27/01/2021 11:00,NOTA DE ENTRADA,3,2,3,6994,1,8,10,0.0,18
71188,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,30/01/2021 13:22,RECIBO,3,3,1,79090,2,18,0,1.0,17
71515,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,30/01/2021 15:50,RECIBO,3,3,1,79147,6,17,0,1.0,16
72946,BOTANA,01-ene,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,31/01/2021 18:57,NOTA DE SALIDA,3,1,4,1533,331,16,0,16.0,0
80007,BOTANA,02-feb,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,02/02/2021 13:42,NOTA DE ENTRADA,3,3,3,28585,1,0,1,0.0,1
80008,BOTANA,02-feb,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/02/2021 13:42,RECIBO,3,3,1,79659,3,1,0,1.0,0
81100,BOTANA,02-feb,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,02/02/2021 19:27,NOTA DE ENTRADA,3,3,3,28638,1,0,1,0.0,1
81101,BOTANA,02-feb,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/02/2021 19:27,RECIBO,3,3,1,79829,2,1,0,1.0,0
86025,BOTANA,02-feb,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,AJUSTE DE INVENTARIO POR ENTRADA ,04/02/2021 14:46,NOTA DE ENTRADA,3,1,3,3193,41,0,16,0.0,16
86092,BOTANA,02-feb,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,04/02/2021 14:46,NOTA DE SALIDA,3,1,4,1555,27,16,0,1.0,15
86093,BOTANA,02-feb,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,04/02/2021 14:46,NOTA DE SALIDA,3,1,4,1555,28,15,0,1.0,14
88548,BOTANA,02-feb,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/02/2021 14:39,RECIBO,3,3,1,80952,3,14,0,1.0,13
89260,BOTANA,02-feb,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/02/2021 20:05,RECIBO,3,3,1,81093,5,13,0,1.0,12
89261,BOTANA,02-feb,BOT0152,SABRITAS ORIGINAL 45 GR ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/02/2021 20:05,RECIBO,3,3,1,81093,6,12,0,1.0,11
