,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
67342,HELADOS,01-ene,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,29/01/2021 09:57,RECIBO,3,4,1,41645,10,4,0,1.0,3
73182,HELADOS,01-ene,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR AJUSTE DE INVENTARIO,31/01/2021 19:01,NOTA DE SALIDA,3,1,4,1533,553,3,0,3.0,0
86225,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,04/02/2021 15:32,NOTA DE ENTRADA,3,3,3,28863,2,0,1,0.0,1
86226,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/02/2021 15:32,RECIBO,3,3,1,80521,6,1,0,1.0,0
94698,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,08/02/2021 15:23,NOTA DE ENTRADA,3,3,3,29290,1,0,1,0.0,1
94699,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/02/2021 15:23,RECIBO,3,3,1,81822,1,1,0,1.0,0
120051,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,19/02/2021 17:16,NOTA DE ENTRADA,3,3,3,30411,2,0,1,0.0,1
120052,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,19/02/2021 17:16,RECIBO,3,3,1,85048,3,1,0,1.0,0
138188,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,27/02/2021 10:38,NOTA DE ENTRADA,3,3,3,31543,1,0,1,0.0,1
138189,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,27/02/2021 10:38,RECIBO,3,3,1,87708,1,1,0,1.0,0
138539,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,DEVOLUCION DE SALIDAS POR VENTA,27/02/2021 11:39,RECIBO DE DEVOLUCION,3,3,2,272,1,0,1,0.0,1
140903,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,28/02/2021 13:51,NOTA DE ENTRADA,3,1,3,3444,14,1,3,0.0,4
140905,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,28/02/2021 13:51,NOTA DE SALIDA,3,1,4,1685,59,4,0,1.0,3
140906,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,28/02/2021 13:51,NOTA DE SALIDA,3,1,4,1685,60,3,0,1.0,2
140907,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,28/02/2021 13:51,NOTA DE SALIDA,3,1,4,1685,61,2,0,1.0,1
140908,HELADOS,02-feb,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA FORZADA,28/02/2021 13:51,NOTA DE SALIDA,3,1,4,1685,62,1,0,1.0,0
141657,HELADOS,03-mar,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR AJUSTE DE INVENTARIO,01/03/2021 08:36,NOTA DE ENTRADA,3,1,3,3454,237,0,4,0.0,4
178616,HELADOS,03-mar,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,16/03/2021 10:15,NOTA DE ENTRADA,3,2,3,8256,11,4,6,0.0,10
191941,HELADOS,03-mar,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,21/03/2021 13:39,RECIBO,3,3,1,94319,2,10,0,1.0,9
200984,HELADOS,03-mar,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,24/03/2021 17:39,RECIBO,3,3,1,95067,1,9,0,1.0,8
211546,HELADOS,03-mar,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,29/03/2021 12:50,RECIBO,3,3,1,96351,2,8,0,1.0,7
235225,HELADOS,04-abr,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/04/2021 16:18,RECIBO,3,3,1,99369,4,7,0,1.0,6
245046,HELADOS,04-abr,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/04/2021 10:27,RECIBO,3,4,1,53562,4,6,0,1.0,5
245047,HELADOS,04-abr,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/04/2021 10:27,RECIBO,3,4,1,53562,7,5,0,1.0,4
249146,HELADOS,04-abr,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,15/04/2021 17:09,RECIBO,3,3,1,101140,8,4,0,1.0,3
266451,HELADOS,04-abr,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,22/04/2021 20:29,RECIBO,3,3,1,103387,3,3,0,1.0,2
270795,HELADOS,04-abr,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,24/04/2021 14:12,NOTA DE ENTRADA,3,1,3,3629,7,2,2,0.0,4
275347,HELADOS,04-abr,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/04/2021 15:13,RECIBO,3,4,1,55786,21,4,0,1.0,3
277996,HELADOS,04-abr,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,27/04/2021 13:45,NOTA DE ENTRADA,3,1,3,3706,10,3,6,0.0,9
286865,HELADOS,04-abr,HEL0084,HELADO SABOR DEL MES BEYOND SUGAR 1L ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,30/04/2021 13:36,RECIBO,3,3,1,105770,1,9,0,1.0,8
