,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
29604,LACTEOS Y EMBUTIDOS,01-ene,LYE0013,QUESO DE SOYA FIRME ESPECIAL 349 GR TOFU MORINAGA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,14/01/2021 11:36,NOTA DE ENTRADA,3,2,3,6693,23,0,6,0.0,6
36976,LACTEOS Y EMBUTIDOS,01-ene,LYE0013,QUESO DE SOYA FIRME ESPECIAL 349 GR TOFU MORINAGA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/01/2021 11:46,RECIBO,3,3,1,74854,11,6,0,1.0,5
78423,LACTEOS Y EMBUTIDOS,02-feb,LYE0013,QUESO DE SOYA FIRME ESPECIAL 349 GR TOFU MORINAGA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/02/2021 09:25,RECIBO,3,4,1,42128,9,5,0,2.0,3
86247,LACTEOS Y EMBUTIDOS,02-feb,LYE0013,QUESO DE SOYA FIRME ESPECIAL 349 GR TOFU MORINAGA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/02/2021 15:39,RECIBO,3,3,1,80528,1,3,0,1.0,2
90611,LACTEOS Y EMBUTIDOS,02-feb,LYE0013,QUESO DE SOYA FIRME ESPECIAL 349 GR TOFU MORINAGA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/02/2021 13:39,RECIBO,3,3,1,81247,3,2,0,2.0,0
199648,LACTEOS Y EMBUTIDOS,03-mar,LYE0013,QUESO DE SOYA FIRME ESPECIAL 349 GR TOFU MORINAGA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,24/03/2021 11:52,NOTA DE ENTRADA,3,2,3,8556,28,0,5,0.0,5
210789,LACTEOS Y EMBUTIDOS,03-mar,LYE0013,QUESO DE SOYA FIRME ESPECIAL 349 GR TOFU MORINAGA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,29/03/2021 11:15,RECIBO,3,4,1,51332,1,5,0,1.0,4
237009,LACTEOS Y EMBUTIDOS,04-abr,LYE0013,QUESO DE SOYA FIRME ESPECIAL 349 GR TOFU MORINAGA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/04/2021 18:52,RECIBO,3,3,1,99823,8,4,0,1.0,3
254540,LACTEOS Y EMBUTIDOS,04-abr,LYE0013,QUESO DE SOYA FIRME ESPECIAL 349 GR TOFU MORINAGA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/04/2021 12:53,RECIBO,3,3,1,101901,9,3,0,1.0,2
279609,LACTEOS Y EMBUTIDOS,04-abr,LYE0013,QUESO DE SOYA FIRME ESPECIAL 349 GR TOFU MORINAGA,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,28/04/2021 10:04,RECIBO,3,4,1,56063,1,2,0,1.0,1
