,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
9640,SECOS Y CEREALES,01-ene,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 12:29,RECIBO,3,5,1,10903,12,7,0,1.0,6
20030,SECOS Y CEREALES,01-ene,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 10:53,RECIBO,3,5,1,11022,6,6,0,1.0,5
21195,SECOS Y CEREALES,01-ene,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 12:25,RECIBO,3,3,1,72807,9,5,0,1.0,4
23978,SECOS Y CEREALES,01-ene,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,12/01/2021 11:22,RECIBO,3,4,1,38947,14,4,0,1.0,3
53104,SECOS Y CEREALES,01-ene,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,23/01/2021 10:18,NOTA DE ENTRADA,3,1,3,3054,14,3,6,0.0,9
76744,SECOS Y CEREALES,02-feb,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,01/02/2021 09:43,RECIBO,3,4,1,41932,14,9,0,1.0,8
97666,SECOS Y CEREALES,02-feb,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/02/2021 18:02,RECIBO,3,3,1,82170,18,8,0,1.0,7
98566,SECOS Y CEREALES,02-feb,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/02/2021 10:46,RECIBO,3,4,1,43471,14,7,0,2.0,5
101116,SECOS Y CEREALES,02-feb,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/02/2021 10:01,RECIBO,3,3,1,82626,5,5,0,1.0,4
125900,SECOS Y CEREALES,02-feb,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,22/02/2021 18:46,RECIBO,3,3,1,86107,2,4,0,1.0,3
131314,SECOS Y CEREALES,02-feb,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,24/02/2021 15:48,RECIBO,3,3,1,86781,50,3,0,1.0,2
145952,SECOS Y CEREALES,03-mar,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,02/03/2021 09:23,NOTA DE ENTRADA,3,2,3,7830,16,2,8,0.0,10
153507,SECOS Y CEREALES,03-mar,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/03/2021 18:10,RECIBO,3,3,1,89489,4,10,0,1.0,9
153659,SECOS Y CEREALES,03-mar,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/03/2021 19:20,RECIBO,3,3,1,89530,3,9,0,1.0,8
196054,SECOS Y CEREALES,03-mar,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,23/03/2021 10:19,RECIBO,3,4,1,50153,10,8,0,1.0,7
198046,SECOS Y CEREALES,03-mar,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,23/03/2021 19:01,RECIBO,3,3,1,94832,2,7,0,1.0,6
207904,SECOS Y CEREALES,03-mar,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,27/03/2021 10:11,RECIBO,3,4,1,51085,10,6,0,1.0,5
208035,SECOS Y CEREALES,03-mar,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,27/03/2021 10:40,RECIBO,3,4,1,51111,1,5,0,1.0,4
212670,SECOS Y CEREALES,03-mar,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,29/03/2021 17:23,RECIBO,3,3,1,96473,2,4,0,1.0,3
222725,SECOS Y CEREALES,04-abr,SYC0003,AMARANTO CON MIEL 200 GR ALMACEN ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/04/2021 10:38,RECIBO,3,5,1,15030,11,3,0,1.0,2
