,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
523277,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,01/08/2021 10:52,RECIBO,3,3,1,134678,14,11,0,1.0,10
523278,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,01/08/2021 10:52,RECIBO,3,3,1,134678,15,10,0,1.0,9
523279,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,01/08/2021 10:52,RECIBO,3,3,1,134678,16,9,0,1.0,8
528872,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/08/2021 16:55,RECIBO,3,3,1,135025,2,8,0,1.0,7
533432,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/08/2021 16:26,RECIBO,3,3,1,135378,2,7,0,1.0,6
533743,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/08/2021 18:08,RECIBO,3,3,1,135433,3,6,0,2.0,4
533969,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/08/2021 19:22,RECIBO,3,3,1,135477,10,4,0,2.0,2
536169,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/08/2021 12:36,RECIBO,3,6,1,6675,3,2,0,1.0,1
540355,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/08/2021 12:32,RECIBO,3,5,1,21195,2,1,0,1.0,0
543393,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,06/08/2021 10:16,NOTA DE ENTRADA,3,2,3,12559,1,0,10,0.0,10
545951,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/08/2021 15:49,RECIBO,3,3,1,136337,7,10,0,1.0,9
546198,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/08/2021 17:15,RECIBO,3,3,1,136370,7,9,0,1.0,8
546199,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/08/2021 17:15,RECIBO,3,3,1,136370,8,8,0,1.0,7
546533,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/08/2021 20:07,RECIBO,3,3,1,136454,2,7,0,2.0,5
547860,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/08/2021 12:10,RECIBO,3,4,1,76193,1,5,0,1.0,4
548269,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/08/2021 12:46,RECIBO,3,4,1,76214,1,4,0,1.0,3
553814,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/08/2021 13:41,RECIBO,3,3,1,136913,4,3,0,1.0,2
555713,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/08/2021 17:41,RECIBO,3,3,1,137075,5,2,0,1.0,1
560106,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/08/2021 17:03,RECIBO,3,3,1,137390,1,1,0,1.0,0
570370,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,13/08/2021 10:12,NOTA DE ENTRADA,3,2,3,12800,2,0,12,0.0,12
573162,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/08/2021 17:20,RECIBO,3,3,1,138712,3,12,0,1.0,11
576218,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/08/2021 13:52,RECIBO,3,3,1,139006,4,11,0,1.0,10
576725,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/08/2021 16:26,RECIBO,3,3,1,139082,1,10,0,1.0,9
577129,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,15/08/2021 10:20,RECIBO,3,3,1,139170,1,9,0,1.0,8
577824,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,15/08/2021 14:01,RECIBO,3,3,1,139278,7,8,0,1.0,7
582546,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/08/2021 14:27,RECIBO,3,5,1,21761,3,7,0,1.0,6
583254,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/08/2021 16:50,RECIBO,3,3,1,139548,1,6,0,3.0,3
591169,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/08/2021 14:40,RECIBO,3,3,1,140410,2,3,0,3.0,0
597399,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,20/08/2021 10:19,NOTA DE ENTRADA,3,2,3,12996,2,0,10,0.0,10
617840,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,25/08/2021 14:25,RECIBO,3,4,1,78887,1,10,0,1.0,9
623376,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/08/2021 19:57,RECIBO,3,3,1,143494,1,9,0,1.0,8
623377,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,26/08/2021 19:57,RECIBO,3,3,1,143494,2,8,0,1.0,7
625121,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,27/08/2021 11:49,RECIBO,3,3,1,143626,2,7,0,1.0,6
642524,BOTANA,08-ago,BOT0052,CARNE SECA CECINA 100 GR LA VIANDE,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,30/08/2021 17:43,RECIBO,3,3,1,144507,8,6,0,1.0,5
