,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
1087,BEBIDAS,01-ene,BEB0112,KEFIR NATURAL 1 LT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/01/2021 09:34,RECIBO,3,3,1,70289,1,11,0,1.0,10
7565,BEBIDAS,01-ene,BEB0112,KEFIR NATURAL 1 LT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 14:47,RECIBO,3,4,1,38007,1,10,0,1.0,9
8252,BEBIDAS,01-ene,BEB0112,KEFIR NATURAL 1 LT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 20:19,RECIBO,3,3,1,71156,3,9,0,1.0,8
9311,BEBIDAS,01-ene,BEB0112,KEFIR NATURAL 1 LT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 11:46,RECIBO,3,5,1,10885,2,8,0,1.0,7
11286,BEBIDAS,01-ene,BEB0112,KEFIR NATURAL 1 LT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 09:06,RECIBO,3,4,1,38212,2,7,0,1.0,6
12665,BEBIDAS,01-ene,BEB0112,KEFIR NATURAL 1 LT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 13:37,RECIBO,3,3,1,71635,10,6,0,1.0,5
15521,BEBIDAS,01-ene,BEB0112,KEFIR NATURAL 1 LT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,08/01/2021 13:45,NOTA DE ENTRADA,3,1,3,2856,2,5,3,0.0,8
17599,BEBIDAS,01-ene,BEB0112,KEFIR NATURAL 1 LT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/01/2021 13:05,RECIBO,3,4,1,38660,4,8,0,1.0,7
17637,BEBIDAS,01-ene,BEB0112,KEFIR NATURAL 1 LT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/01/2021 13:18,RECIBO,3,3,1,72364,2,7,0,1.0,6
17979,BEBIDAS,01-ene,BEB0112,KEFIR NATURAL 1 LT,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/01/2021 14:37,RECIBO,3,3,1,72399,3,6,0,1.0,5
