,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
3833,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 12:54,RECIBO,3,5,1,10760,3,31,0,1.0,30
3914,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 13:03,RECIBO,3,5,1,10763,6,30,0,1.0,29
5509,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,05/01/2021 08:14,RECIBO,3,3,1,70810,1,29,0,1.0,28
10922,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 19:24,RECIBO,3,3,1,71463,5,28,0,1.0,27
13598,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 18:57,RECIBO,3,3,1,71821,14,27,0,1.0,26
14341,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/01/2021 11:01,RECIBO,3,3,1,71963,6,26,0,1.0,25
15072,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/01/2021 12:13,RECIBO,3,3,1,71987,4,25,0,1.0,24
16622,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/01/2021 20:54,RECIBO,3,3,1,72260,2,24,0,1.0,23
18719,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/01/2021 11:17,RECIBO,3,3,1,72586,8,23,0,1.0,22
18866,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/01/2021 12:40,RECIBO,3,3,1,72619,2,22,0,1.0,21
19019,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/01/2021 13:49,RECIBO,3,3,1,72654,3,21,0,1.0,20
19909,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,11/01/2021 10:33,NOTA DE ENTRADA,3,2,3,6564,2,20,24,0.0,44
20028,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 10:53,RECIBO,3,5,1,11022,4,44,0,1.0,43
22326,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/01/2021 16:00,RECIBO,3,3,1,72946,7,43,0,1.0,42
25118,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,12/01/2021 15:02,RECIBO,3,3,1,73276,1,42,0,1.0,41
25364,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,12/01/2021 16:32,RECIBO,3,3,1,73338,1,41,0,1.0,40
27554,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/01/2021 13:40,RECIBO,3,5,1,11253,4,40,0,1.0,39
28322,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/01/2021 18:21,RECIBO,3,3,1,73756,6,39,0,1.0,38
28425,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/01/2021 19:03,RECIBO,3,3,1,73787,2,38,0,1.0,37
29991,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/01/2021 12:20,RECIBO,3,3,1,73913,1,37,0,1.0,36
30823,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/01/2021 15:16,RECIBO,3,3,1,74022,1,36,0,1.0,35
31199,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/01/2021 18:40,RECIBO,3,3,1,74131,1,35,0,1.0,34
31200,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/01/2021 18:40,RECIBO,3,3,1,74131,2,34,0,1.0,33
31309,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/01/2021 19:28,RECIBO,3,3,1,74159,1,33,0,1.0,32
32900,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,15/01/2021 12:18,RECIBO,3,3,1,74275,5,32,0,1.0,31
34285,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,15/01/2021 17:20,RECIBO,3,3,1,74466,1,31,0,1.0,30
37272,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/01/2021 13:44,RECIBO,3,3,1,74914,4,30,0,1.0,29
41365,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/01/2021 20:18,RECIBO,3,3,1,75313,11,29,0,1.0,28
42975,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,19/01/2021 12:58,RECIBO,3,6,1,4011,4,28,0,1.0,27
44285,ABARROTES,01-ene,ABA0419,TOSTADA 22 PZS TOSTALINAZ,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,20/01/2021 08:52,NOTA DE ENTRADA,3,2,3,6827,2,27,17,0.0,44
