,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
523326,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,01/08/2021 10:53,RECIBO,3,3,1,134679,3,7,0,1.0,6
525442,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/08/2021 11:26,RECIBO,3,6,1,6619,10,6,0,1.0,5
525486,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/08/2021 11:31,RECIBO,3,4,1,74967,1,5,0,2.0,3
527564,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/08/2021 14:28,RECIBO,3,5,1,20954,15,3,0,1.0,2
527565,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/08/2021 14:28,RECIBO,3,5,1,20954,16,2,0,1.0,1
530093,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/08/2021 09:49,RECIBO,3,4,1,75179,12,1,0,1.0,0
532743,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,03/08/2021 14:22,NOTA DE ENTRADA,3,5,3,8855,4,0,1,0.0,1
532744,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/08/2021 14:22,RECIBO,3,5,1,21053,15,1,0,1.0,0
534083,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,03/08/2021 20:24,NOTA DE ENTRADA,3,3,3,48955,5,0,1,0.0,1
534084,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,03/08/2021 20:24,RECIBO,3,3,1,135498,19,1,0,1.0,0
560896,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,11/08/2021 09:05,NOTA DE ENTRADA,3,4,3,31699,1,0,1,0.0,1
560897,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/08/2021 09:05,RECIBO,3,4,1,76831,1,1,0,1.0,0
561159,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,11/08/2021 09:31,NOTA DE ENTRADA,3,4,3,31721,2,0,1,0.0,1
561160,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/08/2021 09:31,RECIBO,3,4,1,76860,3,1,0,1.0,0
561161,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,11/08/2021 09:31,NOTA DE ENTRADA,3,4,3,31721,3,0,1,0.0,1
561162,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,11/08/2021 09:31,RECIBO,3,4,1,76860,4,1,0,1.0,0
571889,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,13/08/2021 13:12,NOTA DE ENTRADA,3,5,3,9152,1,0,2,0.0,2
571890,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,13/08/2021 13:12,RECIBO,3,5,1,21673,3,2,0,2.0,0
574230,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,14/08/2021 09:38,NOTA DE ENTRADA,3,4,3,31890,2,0,1,0.0,1
574231,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/08/2021 09:38,RECIBO,3,4,1,77243,14,1,0,1.0,0
581505,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,16/08/2021 13:09,NOTA DE ENTRADA,3,3,3,50487,1,0,1,0.0,1
581506,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/08/2021 13:09,RECIBO,3,3,1,139404,3,1,0,1.0,0
583694,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,16/08/2021 20:06,NOTA DE ENTRADA,3,3,3,50579,1,0,3,0.0,3
583695,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/08/2021 20:06,RECIBO,3,3,1,139654,1,3,0,3.0,0
583713,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,16/08/2021 20:14,NOTA DE ENTRADA,3,3,3,50580,1,0,1,0.0,1
583714,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,16/08/2021 20:14,RECIBO,3,3,1,139659,1,1,0,1.0,0
585966,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,17/08/2021 12:42,NOTA DE ENTRADA,3,5,3,9224,1,0,1,0.0,1
585967,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/08/2021 12:42,RECIBO,3,5,1,21805,4,1,0,1.0,0
587417,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,17/08/2021 15:55,NOTA DE ENTRADA,3,3,3,50713,1,0,1,0.0,1
587418,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/08/2021 15:55,RECIBO,3,3,1,139976,1,1,0,1.0,0
587873,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,17/08/2021 19:48,NOTA DE ENTRADA,3,3,3,50738,1,0,1,0.0,1
587874,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,17/08/2021 19:48,RECIBO,3,3,1,140084,1,1,0,1.0,0
588505,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,18/08/2021 09:35,NOTA DE ENTRADA,3,3,3,50769,2,0,1,0.0,1
588506,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/08/2021 09:35,RECIBO,3,3,1,140160,2,1,0,1.0,0
592086,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,18/08/2021 21:02,NOTA DE ENTRADA,3,3,3,50946,1,0,1,0.0,1
592087,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,18/08/2021 21:02,RECIBO,3,3,1,140635,1,1,0,1.0,0
593781,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,19/08/2021 11:34,NOTA DE ENTRADA,3,6,3,3852,1,0,1,0.0,1
593782,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,19/08/2021 11:34,RECIBO,3,6,1,6876,3,1,0,1.0,0
595835,LACTEOS Y EMBUTIDOS,08-ago,LYE4037,ALMENDRA 946 ML SILK,pz,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA FORZADA,19/08/2021 17:40,NOTA DE ENTRADA,3,3,3,51092,1,0,1,0.0,1
