,Organizador,MES,CODIGO,Descripcion,U. M.,Establecimiento,Almacn,Movimiento,Fecha,Nombre Documento,Establecimiento2,Estaci¢n,Documento,Consecutivo,Consec. Mov.,Inicial,Entradas,Salidas,Actual
844,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,02/01/2021 15:21,RECIBO,3,3,1,70230,1,6,0,0.215,5.785
2150,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,ENTRADA POR COMPRA,04/01/2021 10:33,NOTA DE ENTRADA,3,2,3,6384,4,5.785,3,0.0,8.785
4340,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,PRODUCCION,04/01/2021 14:06,NOTA DE SALIDA,3,1,4,1371,7,8.785,0,0.52,8.265
4850,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,04/01/2021 16:04,RECIBO,3,3,1,70678,3,8.265,0,0.235,8.03
8518,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,06/01/2021 09:34,RECIBO,3,4,1,38050,11,8.03,0,0.28,7.75
13702,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,07/01/2021 19:46,RECIBO,3,3,1,71845,1,7.75,0,0.26,7.49
14238,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,08/01/2021 10:29,RECIBO,3,3,1,71959,7,7.49,0,0.215,7.275
15659,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,PRODUCCION,08/01/2021 14:17,NOTA DE SALIDA,3,1,4,1389,2,7.275,0,0.285,6.99
18389,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,09/01/2021 18:11,RECIBO,3,3,1,72495,2,6.99,0,0.22,6.77
18574,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,10/01/2021 09:12,RECIBO,3,3,1,72540,9,6.77,0,0.22,6.55
28884,QUESOS,01-ene,QUE0022,QUESO BRIE CON HIERBAS KG RENY PICOT,kg,EL ALMACEN DE NOE COUNTRY,ALMACEN COUNTRY,SALIDA POR VENTA,14/01/2021 09:45,RECIBO,3,6,1,3938,9,6.55,0,0.29,6.26
